config_id,model_class,dataset_src,config_label,triplet,prune_rate,prune_object,prune_criterion,stage0_planes,stage1_planes,stage2_planes,deblocks_keep,shrink_keep,finetune_epochs,ckpt_status,stage0_prec,stage1_prec,stage2_prec,q_mode,q_granularity,q_object,calibrator,hardware,d_scheme,d_tactic,d_workspace_gb,latency_kind,lat_p50_ms,throughput_fps,throughput_kind,batch,ap70,n_ap_samples,ap_pipeline,ap_baseline_ref,mATE,mASE,mAOE,mAOE_ci_lo,mAOE_ci_hi,mAOE_n_tp,mAOE_basis,metric_pipeline,energy_per_frame_mj,engine_size_mb,fp16_layer_count,int8_layer_count,build_secs,eff_gmac_per_ms,nominal_gmac,ap70_by_range,is_real_measured,ap_valid,regime,ap_reuse_basis,source,exec_path,ts,onnx_path,engine_path,config_json,latency_inject_ms,cl_driving_score,cl_route_completion,notes
pyr_48-96-192_III_auto,pyramid_fusion,P0_1_p25_trap,p25_int8_automix,T2_p25,0.25,channel,l1_norm,48,96,192,1.0,1.0,23.0,pruned_finetuned,INT8,INT8,INT8,auto,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,body_subnet_collab2,2.7331,365.9,inv_latency,1,0.5840876776906867,1789.0,DAIR_val_1789_TRT,,0.24359,0.133617,0.068207,0.06675,0.069709,26212.0,measured,"mAOE:DAIR_val_1789_全集(1618_TRT_collab+171_PyTorch_fallback); CI:同人口全集_bootstrap_B=1000_95%CI(ISS-024修正,共同GT); mAOE=min(|Δyaw|mod_π,π-|Δyaw|mod_π); scripts/phase2/eval_tp_errors_corrected_full.py",877.5584,11.517,,,,,,,True,True,front,stage_a_gold_exact_reuse,lat+energy:P0_1_p25_int8_trap_4090.csv(hw GPU7 collab2 NVML-idle-excl); ap:stage_a_ap_real(gold; 同引擎 stage_a_cache/pruned25_int8.engine),trt_engine_collab2_nvml,,,models/stage_a_cache/pruned25_int8.engine,"{""prune"": {""stage_planes"": [48, 96, 192], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""INT8"", ""INT8"", ""INT8""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,"P0-1 耦合矩阵补格: prune0.25×INT8(TRT-auto) 完整点. AP(stage_a 金标准)+lat/energy(hw collab2 GPU7) 同引擎. 陷阱: INT8 加速仅 1.06x(对齐档 1.25-1.57x), 非对齐 48 通道 kernel-selection cliff(profile 实证). | mATE/mASE/mAOE+CI: TP几何误差(ISS-020/024/029终核PASS,剪枝约束信号)"
pyr_48-96-192_III_uniform_forced,pyramid_fusion,P0_1_p25_trap,p25_c_all_int8_forced,T2_p25,0.25,channel,l1_norm,48,96,192,1.0,1.0,23.0,pruned_finetuned,INT8,INT8,INT8,uniform_forced,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,body_subnet_collab2,4.3223,231.5,inv_latency,1,0.5804342032444757,1789.0,DAIR_val_1789_TRT,,,,,,,,,,890.6092,5.866,,,,,,,True,True,ablation_guardrail_off,independent_measured,"lat+energy:P0_1_p25_int8_trap_4090.csv(hw GPU7 collab2 NVML-idle-excl); ap:p0_1_p25_forced_int8_ap.json(同 forced engine, 0FP16/155INT8)",trt_engine_collab2_nvml,,,models/perstage_quant_ap_cache_v2/pruned25_c_all_int8_forced.engine,"{""prune"": {""stage_planes"": [48, 96, 192], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""INT8"", ""INT8"", ""INT8""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,"P0-1 消融(ISS-013): forced-all-int8 是 Pareto 被支配点(auto-int8 双轴支配它), 仅预测器训练+护栏消融, 不进前沿. forced lat 4.339ms=0.67x(比自身 FP16 还慢)."
pyr_32-64-136_FP16,pyramid_fusion,P0_2_136,p50b2_136_fp16,T_prune50b2_136,0.5,channel,l1_norm,32,64,136,1.0,1.0,35.0,pruned_finetuned,FP16,FP16,FP16,uniform,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,body_subnet_collab2,1.0825,923.8,inv_latency,1,0.6425296366136182,1789.0,DAIR_val_1789_TRT,,,,,,,,,,399.171,8.003,,,,47.32,51.245,,True,True,front,independent_measured,ap:p0_2_136_ap.json(逐engine 4dp); lat+energy:P0_2_136_hw.csv(collab2 GPU1 NVML-idle-excl),trt_engine_collab2_nvml,,,/home/jichengzhi/UniV2X/models/stage_a_cache/p50b2_136_fp16.engine,"{""prune"": {""stage_planes"": [32, 64, 136], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""FP16"", ""FP16"", ""FP16""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,"P0-2 非对齐宽度完整点: stage2=136 非32倍数。INT8 加速 1.34x(对齐档 1.25-1.57x 内, 无 kernel-cliff)→ 反证耦合陷阱 scope 限 grouped-conv(3x3 g32), 1×1 conv 非对齐不触发。"
pyr_32-64-136_INT8,pyramid_fusion,P0_2_136,p50b2_136_int8,T_prune50b2_136,0.5,channel,l1_norm,32,64,136,1.0,1.0,35.0,pruned_finetuned,INT8,INT8,INT8,uniform,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,body_subnet_collab2,0.8077,1238.1,inv_latency,1,0.6389240631774932,1789.0,DAIR_val_1789_TRT,,,,,,,,,,267.426,5.21,,,,63.47,51.245,,True,True,front,independent_measured,ap:p0_2_136_ap.json(逐engine 4dp); lat+energy:P0_2_136_hw.csv(collab2 GPU1 NVML-idle-excl),trt_engine_collab2_nvml,,,/home/jichengzhi/UniV2X/models/stage_a_cache/p50b2_136_int8.engine,"{""prune"": {""stage_planes"": [32, 64, 136], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""INT8"", ""INT8"", ""INT8""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,"P0-2 非对齐宽度完整点: stage2=136 非32倍数。INT8 加速 1.34x(对齐档 1.25-1.57x 内, 无 kernel-cliff)→ 反证耦合陷阱 scope 限 grouped-conv(3x3 g32), 1×1 conv 非对齐不触发。"
pyr_16-32-64_III_forcedA,pyramid_fusion,pathA_forced_int8,A_cliff2_c_forced_int8,A_cliff2_c,,channel_pyramid_backbone,l1_norm,16,32,64,1.0,1.0,40.0,pruned_finetuned,INT8,INT8,INT8,uniform_forced,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,body_subnet_collab2,0.916,1063.6,inv_latency,1,0.6217493264448717,1789.0,DAIR_val_1789_TRT,,,,,,,,,,172.9175,4.869,,,,52.34,49.215,,True,True,ablation_guardrail_off,independent_measured,ap:pathA_forced_int8_ap.json(0 FP16 / 155 INT8); lat+energy:P_ab_hw_bench.csv(collab2 GPU7),trt_engine_forced_int8,,,models/perstage_quant_ap_cache_v2/cliff2_c_c_all_int8_forced.engine,"{""prune"": {""stage_planes"": [16, 32, 64], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel_pyramid_backbone"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""INT8"", ""INT8"", ""INT8""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,"A 消融: forced-all-int8(护栏OFF) on 深剪 pyramid_backbone(cliff2_c, pb=0.364M)。regime=ablation_guardrail_off 非前沿; cliff系≠backbone系不拼曲线; 不与 2dp fp16-ref 做 delta。"
pyr_6-13-26_III_forcedA,pyramid_fusion,pathA_forced_int8,A_prune90_forced_int8,A_prune90,,channel_pyramid_backbone,l1_norm,6,13,26,1.0,1.0,40.0,pruned_finetuned,INT8,INT8,INT8,uniform_forced,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,body_subnet_collab2,2.355,424.6,inv_latency,1,0.6105171138165788,1789.0,DAIR_val_1789_TRT,,,,,,,,,,427.9416,7.276,,,,20.85,49.105,,True,True,ablation_guardrail_off,independent_measured,ap:pathA_forced_int8_ap.json(0 FP16 / 155 INT8); lat+energy:P_ab_hw_bench.csv(collab2 GPU7),trt_engine_forced_int8,,,models/perstage_quant_ap_cache_v2/prune90_c_all_int8_forced.engine,"{""prune"": {""stage_planes"": [6, 13, 26], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel_pyramid_backbone"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""INT8"", ""INT8"", ""INT8""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,"A 消融: forced-all-int8(护栏OFF) on 深剪 pyramid_backbone(prune90, pb=0.27M)。regime=ablation_guardrail_off 非前沿; cliff系≠backbone系不拼曲线; 不与 2dp fp16-ref 做 delta。"
pyr_4-6-13_III_forcedA,pyramid_fusion,pathA_forced_int8,A_prune95_forced_int8,A_prune95,,channel_pyramid_backbone,l1_norm,4,6,13,1.0,1.0,40.0,pruned_finetuned,INT8,INT8,INT8,uniform_forced,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,body_subnet_collab2,1.6035,623.1,inv_latency,1,0.5955667870795595,1789.0,DAIR_val_1789_TRT,,,,,,,,,,275.2701,4.881,,,,30.35,48.706,,True,True,ablation_guardrail_off,independent_measured,ap:pathA_forced_int8_ap.json(0 FP16 / 155 INT8); lat+energy:P_ab_hw_bench.csv(collab2 GPU7),trt_engine_forced_int8,,,models/perstage_quant_ap_cache_v2/prune95_c_all_int8_forced.engine,"{""prune"": {""stage_planes"": [4, 6, 13], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel_pyramid_backbone"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""INT8"", ""INT8"", ""INT8""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,"A 消融: forced-all-int8(护栏OFF) on 深剪 pyramid_backbone(prune95, pb=0.088M)。regime=ablation_guardrail_off 非前沿; cliff系≠backbone系不拼曲线; 不与 2dp fp16-ref 做 delta。"
pyr_64-128-256_headINT8_B,pyramid_fusion,pathB_head_int8,B_base_headINT8_restFP16,B_base,0.0,none,,64,128,256,1.0,1.0,,pretrained,FP16,FP16,FP16,head_int8_forced,per_channel_w/per_tensor_a,W+A(head only),minmax,rtx4090,GPU,default,4.0,body_subnet_collab2,1.3455,743.1,inv_latency,1,0.6262556182782232,1789.0,DAIR_val_1789_TRT,fp16_same_planes,,,,,,,,,509.9192,13.135,,,,44.71,60.167,,True,True,ablation_guardrail_off,independent_measured,"ap:pathB_head_int8_ablation.json(6 INT8 / 148 FP16, Δap70_vs_fp16=-0.0046); lat+energy:P_ab_hw_bench.csv(collab2 GPU7)",trt_engine_head_int8,,,models/perstage_quant_ap_cache_v2/base_headINT8_restFP16.engine,"{""prune"": {""stage_planes"": [64, 128, 256], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""none"", ""criterion"": null}, ""quant"": {""stage_prec"": [""FP16"", ""FP16"", ""FP16""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A(head only)"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,"B 消融: head-INT8/rest-FP16(护栏OFF on detection heads, 6 INT8 / 148 FP16)。Δap70_vs_fp16=-0.0046(噪声内, head-INT8 不崩) 但不省延迟。regime=ablation 非前沿。"
pyr_32-64-128_headINT8_B,pyramid_fusion,pathB_head_int8,B_pruned50_headINT8_restFP16,B_pruned50,0.5,channel,l1_norm,32,64,128,1.0,1.0,23.0,pruned_finetuned,FP16,FP16,FP16,head_int8_forced,per_channel_w/per_tensor_a,W+A(head only),minmax,rtx4090,GPU,default,4.0,body_subnet_collab2,1.07,934.1,inv_latency,1,0.5685073563420425,1789.0,DAIR_val_1789_TRT,fp16_same_planes,,,,,,,,,413.1806,7.771,,,,48.15,51.541,,True,True,ablation_guardrail_off,independent_measured,"ap:pathB_head_int8_ablation.json(6 INT8 / 149 FP16, Δap70_vs_fp16=0.0044); lat+energy:P_ab_hw_bench.csv(collab2 GPU7)",trt_engine_head_int8,,,models/perstage_quant_ap_cache_v2/pruned50_headINT8_restFP16.engine,"{""prune"": {""stage_planes"": [32, 64, 128], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""FP16"", ""FP16"", ""FP16""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A(head only)"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,"B 消融: head-INT8/rest-FP16(护栏OFF on detection heads, 6 INT8 / 149 FP16)。Δap70_vs_fp16=0.0044(噪声内, head-INT8 不崩) 但不省延迟。regime=ablation 非前沿。"
pyr_64-128-256_FP32_b1_E4,pyramid_fusion,E4_energy_v1,T1_base_FP32_b1,T1_base,0.0,none,,64,128,256,1.0,1.0,,pretrained,FP32,FP32,FP32,uniform,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,engine_board_energy,2.2999,432.3,inv_latency,1,0.6312,1789.0,DAIR_val_1789 (P2 FP32 真测 canonical),,,,,,,,,,1015.457,25.524,,,,,,,True,True,front,core_exact_reuse_4090,E4_energy_4090.csv:doe6,trt_engine_nvml_power,,,T1_base_fp32.engine,"{""prune"": {""stage_planes"": [64, 128, 256], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""none"", ""criterion"": null}, ""quant"": {""stage_prec"": [""FP32"", ""FP32"", ""FP32""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,"NVML board 功率实测; engine_size 实测自磁盘; batch=1(单流, throughput=1/lat); AP 无法补(core 无此 exact 配置: FP32 未测 / [32,64,136]≠core[32,64,128] 异架构) | AP: P2 FP32 真测 canonical"
pyr_64-128-256_FP16_b1_E4,pyramid_fusion,E4_energy_v1,T1_base_FP16_b1,T1_base,0.0,none,,64,128,256,1.0,1.0,,pretrained,FP16,FP16,FP16,uniform,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,engine_board_energy,0.8202,1221.6,inv_latency,1,0.6308636231895992,1789.0,DAIR_val_1789_TRT (config-matched from core: 同 planes+精度 ckpt; AP 与 hw/batch/测量路径无关),,0.230503,0.129486,0.059815,0.058608,0.06101,26686.0,exact_reuse,"mAOE:DAIR_val_1789_全集(1618_TRT_collab+171_PyTorch_fallback); CI:同人口全集_bootstrap_B=1000_95%CI(ISS-024修正,共同GT); mAOE=min(|Δyaw|mod_π,π-|Δyaw|mod_π); scripts/phase2/eval_tp_errors_corrected_full.py",291.1643,12.54,,,,,,,True,True,front,core_exact_reuse_4090,E4_energy_4090.csv:doe6,trt_engine_nvml_power,,,T1_base_fp16.engine,"{""prune"": {""stage_planes"": [64, 128, 256], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""none"", ""criterion"": null}, ""quant"": {""stage_prec"": [""FP16"", ""FP16"", ""FP16""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,"NVML board 功率实测; engine_size 实测自磁盘; batch=1(单流, throughput=1/lat); AP 同配置补自 core(架构+精度 exact 匹配) | mATE/mASE/mAOE+CI: TP几何误差(ISS-020/024/029终核PASS,剪枝约束信号)"
pyr_64-128-256_INT8_b1_E4,pyramid_fusion,E4_energy_v1,T1_base_INT8_b1,T1_base,0.0,none,,64,128,256,1.0,1.0,,pretrained,INT8,INT8,INT8,uniform,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,engine_board_energy,0.4936,2032.2,inv_latency,1,0.6228087762611115,1789.0,DAIR_val_1789_TRT (config-matched from core: 同 planes+精度 ckpt; AP 与 hw/batch/测量路径无关),,0.234118,0.131092,0.062794,0.061506,0.064046,26751.0,exact_reuse,"mAOE:DAIR_val_1789_全集(1618_TRT_collab+171_PyTorch_fallback); CI:同人口全集_bootstrap_B=1000_95%CI(ISS-024修正,共同GT); mAOE=min(|Δyaw|mod_π,π-|Δyaw|mod_π); scripts/phase2/eval_tp_errors_corrected_full.py",141.0203,8.103,,,,,,,True,True,front,core_exact_reuse_4090,E4_energy_4090.csv:doe6,trt_engine_nvml_power,,,T1_base_int8.engine,"{""prune"": {""stage_planes"": [64, 128, 256], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""none"", ""criterion"": null}, ""quant"": {""stage_prec"": [""INT8"", ""INT8"", ""INT8""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,"NVML board 功率实测; engine_size 实测自磁盘; batch=1(单流, throughput=1/lat); AP 同配置补自 core(架构+精度 exact 匹配) | mATE/mASE/mAOE+CI: TP几何误差(ISS-020/024/029终核PASS,剪枝约束信号)"
pyr_48-96-192_FP16_b1_E4,pyramid_fusion,E4_energy_v1,T2_p25_FP16_b1,T2_p25,0.25,channel,l1_norm,48,96,192,1.0,1.0,,pruned_finetuned,FP16,FP16,FP16,uniform,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,engine_board_energy,2.1176,471.3,inv_latency,1,0.5904723815291678,1789.0,DAIR_val_1789_TRT (config-matched from core: 同 planes+精度 ckpt; AP 与 hw/batch/测量路径无关),,0.240892,0.133684,0.06735,0.065882,0.068862,26238.0,exact_reuse,"mAOE:DAIR_val_1789_全集(1618_TRT_collab+171_PyTorch_fallback); CI:同人口全集_bootstrap_B=1000_95%CI(ISS-024修正,共同GT); mAOE=min(|Δyaw|mod_π,π-|Δyaw|mod_π); scripts/phase2/eval_tp_errors_corrected_full.py",625.761,13.097,,,,,,,True,True,front,core_exact_reuse_4090,E4_energy_4090.csv:doe6,trt_engine_nvml_power,,,pruned_p25_fp16.engine,"{""prune"": {""stage_planes"": [48, 96, 192], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""FP16"", ""FP16"", ""FP16""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,"NVML board 功率实测; engine_size 实测自磁盘; batch=1(单流, throughput=1/lat); AP 同配置补自 core(架构+精度 exact 匹配) | mATE/mASE/mAOE+CI: TP几何误差(ISS-020/024/029终核PASS,剪枝约束信号)"
pyr_32-64-128_FP16_b1_E4,pyramid_fusion,E4_energy_v1,T4_p50_FP16_b1,T4_p50,0.5,channel,l1_norm,32,64,128,1.0,1.0,,pruned_finetuned,FP16,FP16,FP16,uniform,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,engine_board_energy,0.7086,1413.1,inv_latency,1,0.5641315043713827,1789.0,DAIR_val_1789_TRT (config-matched from core: 同 planes+精度 ckpt; AP 与 hw/batch/测量路径无关),,0.247668,0.135564,0.069562,0.06797,0.071278,26154.0,exact_reuse,"mAOE:DAIR_val_1789_全集(1618_TRT_collab+171_PyTorch_fallback); CI:同人口全集_bootstrap_B=1000_95%CI(ISS-024修正,共同GT); mAOE=min(|Δyaw|mod_π,π-|Δyaw|mod_π); scripts/phase2/eval_tp_errors_corrected_full.py; WARN:ISS-029_pruned50_AP70_eval偏stage_a+0.009(两精度同向),AP保留stage_a",265.7654,7.967,,,,,,,True,True,front,core_exact_reuse_4090,E4_energy_4090.csv:doe6,trt_engine_nvml_power,,,pruned_p50_fp16.engine,"{""prune"": {""stage_planes"": [32, 64, 128], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""FP16"", ""FP16"", ""FP16""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,"NVML board 功率实测; engine_size 实测自磁盘; batch=1(单流, throughput=1/lat); AP 同配置补自 core(架构+精度 exact 匹配) | mATE/mASE/mAOE+CI: TP几何误差(ISS-020/024/029终核PASS,剪枝约束信号) ⚠️ISS-029:pruned50-AP70偏gold+0.009"
pyr_16-32-64_FP16_b1_E4,pyramid_fusion,E4_energy_v1,T6_p75_FP16_b1,T6_p75,0.75,channel,l1_norm,16,32,64,1.0,1.0,,pruned_finetuned,FP16,FP16,FP16,uniform,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,engine_board_energy,0.6001,1669.9,inv_latency,1,0.5299883430444458,1789.0,DAIR_val_1789_TRT (config-matched from core: 同 planes+精度 ckpt; AP 与 hw/batch/测量路径无关),,0.260239,0.138482,0.084255,0.081695,0.086757,25924.0,exact_reuse,"mAOE:DAIR_val_1789_全集(1618_TRT_collab+171_PyTorch_fallback); CI:同人口全集_bootstrap_B=1000_95%CI(ISS-024修正,共同GT); mAOE=min(|Δyaw|mod_π,π-|Δyaw|mod_π); scripts/phase2/eval_tp_errors_corrected_full.py; WARN:pruned75_AP70_eval_vs_stage_a_diff≤0.0002,AP保留gold",212.5289,5.828,,,,,,,True,True,front,core_exact_reuse_4090,E4_energy_4090.csv:doe6,trt_engine_nvml_power,,,pruned_p75_fp16.engine,"{""prune"": {""stage_planes"": [16, 32, 64], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""FP16"", ""FP16"", ""FP16""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,"NVML board 功率实测; engine_size 实测自磁盘; batch=1(单流, throughput=1/lat); AP 同配置补自 core(架构+精度 exact 匹配) | mATE/mASE/mAOE+CI: TP几何误差(ISS-020/024/029终核PASS,剪枝约束信号) ⚠️pruned75-AP口径差(修正后≤0.0002)"
pyr_32-64-128_INT8_b1_E4,pyramid_fusion,E4_energy_v1,T4_p50_INT8_b1,T4_p50,0.5,channel,l1_norm,32,64,128,1.0,1.0,,pruned_finetuned,INT8,INT8,INT8,uniform,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,engine_board_energy,0.5161,1937.1,inv_latency,1,0.5542279218664724,1789.0,DAIR_val_1789_TRT (config-matched from core: 同 planes+精度 ckpt; AP 与 hw/batch/测量路径无关),,0.24696,0.135777,0.069473,0.067809,0.071243,25577.0,exact_reuse,"mAOE:DAIR_val_1789_全集(1618_TRT_collab+171_PyTorch_fallback); CI:同人口全集_bootstrap_B=1000_95%CI(ISS-024修正,共同GT); mAOE=min(|Δyaw|mod_π,π-|Δyaw|mod_π); scripts/phase2/eval_tp_errors_corrected_full.py; WARN:pruned50-INT8_survivor_bias(n_tp-577,不可比); WARN:ISS-029_pruned50_AP70_eval偏stage_a+0.009(两精度同向),AP保留stage_a",164.1475,4.967,,,,,,,True,True,front,core_exact_reuse_4090,E4_energy_4090.csv:doe6,trt_engine_nvml_power,,,pruned_p50_int8.engine,"{""prune"": {""stage_planes"": [32, 64, 128], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""INT8"", ""INT8"", ""INT8""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,"NVML board 功率实测; engine_size 实测自磁盘; batch=1(单流, throughput=1/lat); AP 同配置补自 core(架构+精度 exact 匹配) | mATE/mASE/mAOE+CI: TP几何误差(ISS-020/024/029终核PASS,剪枝约束信号) ⚠️pruned50-INT8幸存者偏差(n_tp-577) ⚠️ISS-029:pruned50-AP70偏gold+0.009"
pyr_64-128-256_FP16_b2_E4,pyramid_fusion,E4_energy_v1,T_baseline_FP16_b2,T_baseline,0.0,none,,64,128,256,1.0,1.0,,pretrained,FP16,FP16,FP16,uniform,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,engine_board_energy,1.2472,1605.6,batched,2,0.6308636231895992,1789.0,DAIR_val_1789_TRT (config-matched from core: 同 planes+精度 ckpt; AP 与 hw/batch/测量路径无关),,0.230503,0.129486,0.059815,0.058608,0.06101,26686.0,exact_reuse,"mAOE:DAIR_val_1789_全集(1618_TRT_collab+171_PyTorch_fallback); CI:同人口全集_bootstrap_B=1000_95%CI(ISS-024修正,共同GT); mAOE=min(|Δyaw|mod_π,π-|Δyaw|mod_π); scripts/phase2/eval_tp_errors_corrected_full.py",486.3066,12.587,,,,,,,True,True,front,core_exact_reuse_4090,E4_energy_4090.csv:cudagraph,trt_engine_nvml_power,,,engine_064_128_256_fp16.engine,"{""prune"": {""stage_planes"": [64, 128, 256], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""none"", ""criterion"": null}, ""quant"": {""stage_prec"": [""FP16"", ""FP16"", ""FP16""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,"NVML board 功率实测; engine_size 实测自磁盘; batch=2(真批处理, throughput 脱离 1/lat); AP 同配置补自 core(架构+精度 exact 匹配) | mATE/mASE/mAOE+CI: TP几何误差(ISS-020/024/029终核PASS,剪枝约束信号)"
